=== Track 1
<message note_on note=62
<message note_on note=62
<message note_on note=69
<message note_on note=62
<message note_on note=62
<message note_on note=69
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=69
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=69
<message note_on note=62
<message note_on note=62
<message note_on note=69
<message note_on note=62
<message note_on note=62
<message note_on note=74
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=55
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=64
<message note_on note=61
<message note_on note=62
<message note_on note=57
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=55
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=66
<message note_on note=61
<message note_on note=62
<message note_on note=64
<message note_on note=66
<message note_on note=66
<message note_on note=66
<message note_on note=67
<message note_on note=59
<message note_on note=67
<message note_on note=64
<message note_on note=64
<message note_on note=66
<message note_on note=66
<message note_on note=62
<message note_on note=62
<message note_on note=66
<message note_on note=66
<message note_on note=64
<message note_on note=64
<message note_on note=64
<message note_on note=64
<message note_on note=64
<message note_on note=64
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=62
<message note_on note=66
<message note_on note=69
<message note_on note=69
<message note_on note=69
<message note_on note=62
<message note_on note=71
<message note_on note=71
<message note_on note=71
<message note_on note=62
<message note_on note=69
<message note_on note=69
<message note_on note=67
<message note_on note=62
<message note_on note=66
<message note_on note=66
<message note_on note=66
<message note_on note=66
<message note_on note=66
<message note_on note=61
<message note_on note=66
<message note_on note=69
<message note_on note=62
<message note_on note=69
<message note_on note=64
<message note_on note=64
<message note_on note=64
<message note_on note=64
<message note_on note=64
<message note_on note=61
<message note_on note=67
<message note_on note=66
<message note_on note=62
<message note_on note=66
<message note_on note=62
<message note_on note=66
<message note_on note=61
<message note_on note=69
<message note_on note=69
<message note_on note=69
<message note_on note=62
<message note_on note=71
<message note_on note=71
<message note_on note=71
<message note_on note=62
<message note_on note=69
<message note_on note=69
<message note_on note=67
<message note_on note=62
<message note_on note=66
<message note_on note=59
<message note_on note=66
<message note_on note=66
<message note_on note=61
